,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,ocupa,ocupa2,p01,p02,p02otros,p02cod,p03,p03otros,p03cod,p04,p05_1,p05_2,p05_3,p06,p07,p08,p13,p14,p15,p16,p17,p18,p21,m1,rolhogar,rolhogar2,D12,seguro2_1,seguro2_2,seguro2_3,seguro2_4,jubila,emitedoc_1,emitedoc_2,emitedoc_3,emitedoc_4,emitedoc_5,emitedoc_6,emitedoc_99,TIPOTRAB,Identificacion_ideológica,PONDERADOR,PERCENTAGE,periodo
694,694,694,694,694,694,694,159235638,NSE C1,NSE C,NSE C,57,De 40 a más años,SI,Hombre,21,Chucuito,210402,Sur,7,2,-1,-1,2,1,Peru urbano,1,Secundaria completa,Educacion Basica,Agricultor,Trabajador independiente,Desaprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Igual,Regular,Igual,Igual,Centro,-1,1,1,2,-1,-1,-1,-1,3,0,1,0,0,0,0,0,2,Centro,1.0231,0.08359021398882352,OCTUBRE 2021
695,695,695,695,695,695,695,159235646,NSE E,NSE E,NSE D/E,64,De 40 a más años,SI,Hombre,6,Chota,60401,Norte,5,2,-1,-1,2,4,Peru rural,2,Primaria completa,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,Sí tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Mala,Igual,Mejor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,1.1402,0.0931576209461994,OCTUBRE 2021
696,696,696,696,696,696,696,159235652,NSE E,NSE E,NSE D/E,23,De 18 a 24 años,SI,Mujer,12,Chanchamayo,120302,Selva,8,2,-1,-1,3,4,Peru rural,2,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Izquierda,-1,2,2,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,0.9984,0.08157215291412512,OCTUBRE 2021
697,697,697,697,697,697,697,159235655,NSE D,NSE D,NSE D/E,46,De 40 a más años,SI,Mujer,15,Cañete,150507,Centro,3,2,-1,-1,1,1,Peru urbano,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,99,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Igual,Mejor,Izquierda,-1,2,2,2,-1,-1,-1,-1,3, , , , , , , ,-1,Izquierda,0.9847,0.0804528234921264,OCTUBRE 2021
698,698,698,698,698,698,698,159235656,NSE D,NSE D,NSE D/E,52,De 40 a más años,SI,Hombre,8,Chumbivilcas,80708,Sur,7,2,-1,-1,2,4,Peru rural,2,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Peor,Mala,Igual,Peor,Izquierda,-1,1,1,2,-1,-1,-1,-1,2,0,0,0,0,0,1,0,2,Izquierda,1.1402,0.0931576209461994,OCTUBRE 2021
699,699,699,699,699,699,699,159235659,NSE D,NSE D,NSE D/E,32,De 25 a 39 años,SI,Mujer,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria incompleta,Educacion Basica,Ama de casa,No trabaja,Desaprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Peor,Regular,Igual,Igual,Izquierda,Desaprueba,1,1,2,-1,-1,-1,-1,3, , , , , , , ,-1,Izquierda,1.5172,0.12395960577054352,OCTUBRE 2021
700,700,700,700,700,700,700,159235662,NSE A2,NSE A,NSE A/B,45,De 40 a más años,SI,Hombre,8,Cusco,80101,Sur,7,2,-1,-1,2,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Peor,Regular,Igual,Igual,Centro,-1,1,1,2,-1,-1,-1,-1,2,0,0,1,0,0,0,0,2,Centro,1.0231,0.08359021398882352,OCTUBRE 2021
701,701,701,701,701,701,701,159235665,NSE E,NSE E,NSE D/E,31,De 25 a 39 años,SI,Mujer,16,Maynas,160113,Selva,8,2,-1,-1,3,4,Peru rural,2,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,99,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Peor,Mala,Peor,Peor,Derecha,-1,2,2,1,2,2,1,2,3, , , , , , , ,-1,Derecha,0.9862,0.08057537780840364,OCTUBRE 2021
702,702,702,702,702,702,702,159235686,NSE E,NSE E,NSE D/E,58,De 40 a más años,SI,Mujer,12,Concepción,120215,Centro,6,2,-1,-1,2,3,Peru urbano,1,Secundaria incompleta,Educacion Basica,Ama de casa,No trabaja,99,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,NS/NP,Aprueba,Aprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Mala,Mejor,Mejor,Derecha,-1,1,1,1,2,2,1,2,3, , , , , , , ,-1,Derecha,0.9847,0.0804528234921264,OCTUBRE 2021
703,703,703,703,703,703,703,159235687,NSE D,NSE D,NSE D/E,42,De 40 a más años,SI,Hombre,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Aprueba,Aprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Igual,Igual,Regular,Igual,Igual,Izquierda,Desaprueba,3,3,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,1.7542,0.14332318774234604,OCTUBRE 2021
704,704,704,704,704,704,704,159250513,NSE E,NSE E,NSE D/E,63,De 40 a más años,SI,Hombre,16,Maynas,160101,Selva,8,2,-1,-1,3,4,Peru rural,2,Primaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Aprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Igual,Buena,Peor,Peor,Izquierda,-1,3,3,1,2,2,1,2,3,0,0,1,0,0,0,0,2,Izquierda,1.1402,0.0931576209461994,OCTUBRE 2021
705,705,705,705,705,705,705,159251964,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Mujer,15,Lima,150107,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria incompleta,Educacion Basica,Ama de casa,No trabaja,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Aprueba,Aprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Igual,Centro,Aprueba,2,2,1,2,1,2,2,2, , , , , , , ,-1,Centro,1.6883,0.13793896811389966,OCTUBRE 2021
706,706,706,706,706,706,706,159252990,NSE C1,NSE C,NSE C,28,De 25 a 39 años,SI,Hombre,8,Espinar,80801,Sur,7,2,-1,-1,2,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,NS/NP,NS/NP,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Muy mala,Peor,NS/NP,Muy mala,Peor,NS/NP,Centro,-1,1,1,1,99,1,2,2,3,0,1,0,0,0,0,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
707,707,707,707,707,707,707,159253243,NSE B2,NSE B,NSE A/B,65,De 40 a más años,SI,Hombre,15,Barranca,150201,Centro,3,2,-1,-1,1,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Peor,Peor,Mala,Peor,Igual,Centro,-1,1,1,1,2,1,2,2,1,0,0,0,1,0,0,0,1,Centro,1.0231,0.08359021398882352,OCTUBRE 2021
708,708,708,708,708,708,708,159253415,NSE D,NSE D,NSE D/E,72,De 40 a más años,SI,Hombre,18,Mariscal Nieto,180104,Sur,4,2,-1,-1,1,2,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Centro,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,1.0231,0.08359021398882352,OCTUBRE 2021
709,709,709,709,709,709,709,159253669,NSE C2,NSE C,NSE C,24,De 18 a 24 años,SI,Mujer,19,Oxapampa,190307,Selva,8,2,-1,-1,3,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,99,Que se preocupa por los que menos tienen, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Aprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Igual,Mala,Peor,Igual,Derecha,-1,3,3,1,2,1,1,2,3, , , , , , , ,-1,Derecha,0.8958,0.07318943768076251,OCTUBRE 2021
710,710,710,710,710,710,710,159254023,NSE D,NSE D,NSE D/E,29,De 25 a 39 años,SI,Mujer,22,Lamas,220507,Selva,8,2,-1,-1,3,4,Peru rural,2,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Igual,Mala,Peor,Igual,Derecha,-1,2,2,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Derecha,0.9862,0.08057537780840364,OCTUBRE 2021
711,711,711,711,711,711,711,159254092,NSE C1,NSE C,NSE C,25,De 25 a 39 años,SI,Mujer,15,Lima,150137,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,99,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Igual,Igual,Mala,Igual,Igual,Centro,Desaprueba,1,1,1,2,1,1,2,2,0,0,0,1,0,0,0,1,Centro,0.9716,0.07938251579663859,OCTUBRE 2021
712,712,712,712,712,712,712,159254148,NSE E,NSE E,NSE D/E,46,De 40 a más años,SI,Mujer,6,Cajamarca,60102,Norte,5,2,-1,-1,2,4,Peru rural,2,Primaria incompleta,Educacion Basica,Ama de casa,No trabaja,Aprueba,NS/NP, ,-1,No tiene nada negativo, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Igual,NS/NP,-1,2,2,2,-1,-1,-1,-1,3, , , , , , , ,-1, ,1.0974,0.08966073778842239,OCTUBRE 2021
713,713,713,713,713,713,713,159254432,NSE E,NSE E,NSE D/E,53,De 40 a más años,SI,Hombre,6,San Miguel,61112,Norte,5,2,-1,-1,2,4,Peru rural,2,Secundaria completa,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,NS/NP, ,-1,Sí tiene,Desaprueba,NS/NP,Desaprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Igual,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,1.1402,0.0931576209461994,OCTUBRE 2021
714,714,714,714,714,714,714,159254832,NSE D,NSE D,NSE D/E,22,De 18 a 24 años,SI,Mujer,12,Huancayo,120132,Centro,6,2,-1,-1,2,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Sí debe dar el voto de confianza,Regular,Peor,Igual,Regular,Peor,Igual,Centro,-1,3,3,1,2,2,1,2,3, , , , , , , ,-1,Centro,0.8958,0.07318943768076251,OCTUBRE 2021
715,715,715,715,715,715,715,159254860,NSE D,NSE D,NSE D/E,28,De 25 a 39 años,SI,Hombre,10,Huánuco,100101,Centro,6,2,-1,-1,2,2,Peru urbano,1,Secundaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,Aprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Aprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Peor,Igual,Mala,Igual,Igual,Izquierda,-1,1,1,1,2,1,2,2,3,0,0,0,0,0,0,1,2,Izquierda,0.9194,0.07511762559019095,OCTUBRE 2021
716,716,716,716,716,716,716,159255059,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Hombre,1,Bagua,10201,Selva,8,2,-1,-1,3,1,Peru urbano,1,Primaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que una persona humilde sea Presidente del Perú, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,NS/NP,Aprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Muy mala,Peor,Peor,Mala,Peor,Peor,Centro,-1,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
717,717,717,717,717,717,717,159255589,NSE E,NSE E,NSE D/E,52,De 40 a más años,SI,Mujer,6,Santa Cruz,61303,Norte,5,2,-1,-1,2,4,Peru rural,2,Primaria completa,Educacion Basica,Ama de casa,No trabaja,99,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Aprueba,Aprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Mala,Peor,Peor,Izquierda,-1,2,2,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,1.0974,0.08966073778842239,OCTUBRE 2021
718,718,718,718,718,718,718,159255595,NSE D,NSE D,NSE D/E,41,De 40 a más años,SI,Mujer,8,Calca,80408,Sur,7,2,-1,-1,2,4,Peru rural,2,Primaria completa,Educacion Basica,Ama de casa,No trabaja,Desaprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Peor,Peor,Regular,Peor,Mejor,Izquierda,-1,1,1,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,1.0974,0.08966073778842239,OCTUBRE 2021
719,719,719,719,719,719,719,159255962,NSE E,NSE E,NSE D/E,45,De 40 a más años,SI,Hombre,2,Huari,21012,Norte,5,2,-1,-1,2,4,Peru rural,2,Primaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Aprueba,Desaprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Mala,Peor,NS/NP,Derecha,-1,1,1,1,99,2,1,2,3,0,0,0,0,0,1,0,2,Derecha,1.1402,0.0931576209461994,OCTUBRE 2021
720,720,720,720,720,720,720,159255968,NSE B2,NSE B,NSE A/B,22,De 18 a 24 años,SI,Mujer,14,Chiclayo,140112,Norte,2,2,-1,-1,1,3,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,-1,2,2,2,-1,-1,-1,-1,1,0,0,0,1,0,0,0,2,Derecha,0.8958,0.07318943768076251,OCTUBRE 2021
721,721,721,721,721,721,721,159256018,NSE E,NSE E,NSE D/E,74,De 40 a más años,SI,Hombre,20,Sechura,200805,Norte,2,2,-1,-1,1,1,Peru urbano,1,Primaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,NS/NP,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Peor,Regular,Peor,Peor,Derecha,-1,1,1,1,2,1,2,2,3,0,0,0,0,0,1,0,2,Derecha,1.0231,0.08359021398882352,OCTUBRE 2021
722,722,722,722,722,722,722,159256024,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Hombre,13,Trujillo,130105,Norte,2,2,-1,-1,1,3,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,NS/NP, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,NS/NP,Aprueba,Desaprueba,En desacuerdo,NS/NP,NS/NP,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,0,1,2,Izquierda,1.0231,0.08359021398882352,OCTUBRE 2021
723,723,723,723,723,723,723,159256161,NSE B2,NSE B,NSE A/B,36,De 25 a 39 años,SI,Hombre,15,Lima,150137,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que hará cambios en la economía, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Regular,Peor,Peor,Centro,Aprueba,3,3,1,2,1,2,2,1,0,0,1,0,0,0,0,1,Centro,0.864,0.0705912861756852,OCTUBRE 2021
724,724,724,724,724,724,724,159256258,NSE D,NSE D,NSE D/E,60,De 40 a más años,SI,Hombre,13,Virú,131202,Norte,2,2,-1,-1,1,4,Peru rural,2,Secundaria completa,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,NS/NP,Regular,Peor,Mejor,Centro,-1,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,1.1402,0.0931576209461994,OCTUBRE 2021
725,725,725,725,725,725,725,159256289,NSE E,NSE E,NSE D/E,52,De 40 a más años,SI,Hombre,3,Andahuaylas,30213,Sur,7,2,-1,-1,2,4,Peru rural,2,Primaria completa,Educacion Basica,Agricultor,Trabajador independiente,Aprueba,Ofrece cambios,CAMBIO DE POLITICA POR SER CAMPESINO,8,No tiene nada negativo, ,-1,Sí tiene,Desaprueba,Aprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,NS/NP,Regular,Peor,Mejor,Izquierda,-1,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Izquierda,1.1402,0.0931576209461994,OCTUBRE 2021
726,726,726,726,726,726,726,159256323,NSE E,NSE E,NSE D/E,39,De 25 a 39 años,SI,Mujer,14,Ferreñafe,140204,Norte,2,2,-1,-1,1,4,Peru rural,2,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,Desaprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Peor,Izquierda,-1,1,1,1,2,2,1,2,3, , , , , , , ,-1,Izquierda,0.9862,0.08057537780840364,OCTUBRE 2021
727,727,727,727,727,727,727,159256396,NSE B2,NSE B,NSE A/B,22,De 18 a 24 años,SI,Hombre,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Estudiante,No trabaja,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Desaprueba,NS/NP,Aprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Regular,Peor,Mejor,Derecha,Desaprueba,3,3,1,1,2,2,1,3, , , , , , , ,-1,Derecha,0.8747,0.07146550696512945,OCTUBRE 2021
728,728,728,728,728,728,728,159256568,NSE D,NSE D,NSE D/E,31,De 25 a 39 años,SI,Mujer,20,Piura,200101,Norte,2,2,-1,-1,1,3,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Mala,Peor,Peor,Centro,-1,2,2,1,1,1,2,2,3,0,0,0,0,0,1,0,2,Centro,0.8849,0.07229887631581464,OCTUBRE 2021
729,729,729,729,729,729,729,159256974,NSE C2,NSE C,NSE C,27,De 25 a 39 años,SI,Hombre,8,Cusco,80108,Sur,7,2,-1,-1,2,1,Peru urbano,1,Superior universitaria completa,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Mejor,Peor,Mala,Peor,Igual,Centro,-1,4,3,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
730,730,730,730,730,730,730,159257451,NSE A2,NSE A,NSE A/B,33,De 25 a 39 años,SI,Mujer,15,Lima,150110,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Igual,Buena,Mejor,Igual,Izquierda,Desaprueba,3,3,1,2,1,2,1,1,0,0,0,1,0,0,0,1,Izquierda,0.4723,0.03858826905182421,OCTUBRE 2021
731,731,731,731,731,731,731,159257783,NSE E,NSE E,NSE D/E,49,De 40 a más años,SI,Mujer,15,Lima,150123,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Primaria incompleta,Educacion Basica,No trabaja,No trabaja,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Mala,Peor,Peor,Izquierda,Desaprueba,1,1,2,-1,-1,-1,-1,3, , , , , , , ,-1,Izquierda,0.8654,0.07070567020421062,OCTUBRE 2021
732,732,732,732,732,732,732,159257839,NSE C1,NSE C,NSE C,28,De 25 a 39 años,SI,Hombre,12,Huancayo,120107,Centro,6,2,-1,-1,2,1,Peru urbano,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,Desaprueba,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Muy mala,Igual,Peor,Mala,Igual,Peor,Derecha,-1,1,1,2,-1,-1,-1,-1,1, , , , , , , ,-1,Derecha,0.9194,0.07511762559019095,OCTUBRE 2021
733,733,733,733,733,733,733,159257945,NSE D,NSE D,NSE D/E,49,De 40 a más años,SI,Hombre,2,Huari,21007,Norte,5,2,-1,-1,2,4,Peru rural,2,Secundaria incompleta,Educacion Basica,Agricultor,Trabajador independiente,99,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Aprueba,Aprueba,Aprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Peor,Peor,Derecha,-1,1,1,1,2,2,1,2,2,0,0,0,0,0,1,0,2,Derecha,1.1402,0.0931576209461994,OCTUBRE 2021
734,734,734,734,734,734,734,159257953,NSE C1,NSE C,NSE C,29,De 25 a 39 años,SI,Mujer,22,El Dorado,220301,Selva,8,2,-1,-1,3,2,Peru urbano,1,Superior universitaria completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,-1,1,1,1,2,1,1,2,3,0,0,0,1,0,0,0,2,Derecha,0.8849,0.07229887631581464,OCTUBRE 2021
